clueweb12-0000tw-00-00054	Christina Aguilera	/m/01hkq0w
clueweb12-0000tw-00-00054	John Lennon	/m/01vsl3_
clueweb12-0000tw-00-00071	SEO	/m/019qb_
clueweb12-0000tw-00-00077	Mass Effect	/m/064ltt5
clueweb12-0000tw-00-00060	Scotto	/m/0r111
clueweb12-0000tw-00-00080	Grid System	/m/0yxmf
clueweb12-0000tw-00-00061	Public Citizen	/m/01bvkn
clueweb12-0000tw-00-00070	Frictional	/m/02zp2
clueweb12-0000tw-00-00071	Kinde	/m/0v7ld
clueweb12-0000tw-00-00027	United HealthCare	/m/060jqm
clueweb12-0000tw-00-00048	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00071	Pikimal	/m/0gtx5dl
clueweb12-0000tw-00-00084	Angela Jones	/m/09kcym
clueweb12-0000tw-00-00040	Haiti	/m/0gg90hx
clueweb12-0000tw-00-00045	Macromedia Flash Player	/m/05qh6g
clueweb12-0000tw-00-00056	MSNBC	/m/0152x_
clueweb12-0000tw-00-00061	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00066	YA	/m/0g0n4bp
clueweb12-0000tw-00-00057	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00074	DOTA	/m/073pnt
clueweb12-0000tw-00-00072	Jenn	/m/0bdzp7
clueweb12-0000tw-00-00054	bila	/m/0cpcdc
clueweb12-0000tw-00-00063	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00073	DLC	/m/03mg0nl
clueweb12-0000tw-00-00071	the Master Blaster	/m/02r190r
clueweb12-0000tw-00-00077	PSN	/m/0c1jl_
clueweb12-0000tw-00-00086	Google Docs	/m/0dm258
clueweb12-0000tw-00-00007	Collette	/m/01_p6t
clueweb12-0000tw-00-00054	David Archuleta	/m/03nwxfw
clueweb12-0000tw-00-00065	Florida Times-Union	/m/0479m0
clueweb12-0000tw-00-00067	Charlie Whitney	/m/0c79yb
clueweb12-0000tw-00-00053	Jason Bourne	/m/03nb2p
clueweb12-0000tw-00-00086	Google Analytics	/m/08w9_f
clueweb12-0000tw-00-00065	YA	/m/0g0n4bp
clueweb12-0000tw-00-00088	RPU	/m/05ywlz
clueweb12-0000tw-00-00073	Bloodrayne	/m/070bsb
clueweb12-0000tw-00-00081	Wordpress	/m/0mzwd
clueweb12-0000tw-00-00054	diatas	/m/0dlpz7
clueweb12-0000tw-00-00060	Cy Vance	/m/063_gzw
clueweb12-0000tw-00-00053	Hacke	/m/01qybrv
clueweb12-0000tw-00-00054	Broken Hearts	/m/02661rh
clueweb12-0000tw-00-00053	Jembatan	/m/05zjtzc
clueweb12-0000tw-00-00085	Herman Cain	/m/05972y
clueweb12-0000tw-00-00085	New Hampshire	/m/059f4
clueweb12-0000tw-00-00037	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00054	tim	/m/0144t89
clueweb12-0000tw-00-00018	Berlin	/m/0fwvy7_
clueweb12-0000tw-00-00083	NIce	/m/01p_rqz
clueweb12-0000tw-00-00075	Frictional Games	/m/03qh21m
clueweb12-0000tw-00-00031	Hodgkins	/m/0s502
clueweb12-0000tw-00-00086	Tisha M.	/m/01t663
clueweb12-0000tw-00-00039	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00054	Demi Moore	/m/019pm_
clueweb12-0000tw-00-00073	Shurikens	/m/011j2w
clueweb12-0000tw-00-00062	Lucretia Mott	/m/04q52
clueweb12-0000tw-00-00027	united healthcare	/m/060jqm
clueweb12-0000tw-00-00054	yang	/m/0bpgz5
clueweb12-0000tw-00-00064	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00083	Blogger	/m/0410_vq
clueweb12-0000tw-00-00067	Adam Chase	/m/0d50rv
clueweb12-0000tw-00-00083	Picasa	/m/04dtx9
clueweb12-0000tw-00-00020	Healthcare Management	/m/02qyx7b
clueweb12-0000tw-00-00034	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00059	Brighton Beach	/m/0d6yv
clueweb12-0000tw-00-00071	Murphys Law	/m/0ct6y
clueweb12-0000tw-00-00066	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00015	Tinnitus	/m/04klxbz
clueweb12-0000tw-00-00009	WDW	/m/09b1k
clueweb12-0000tw-00-00041	Holyhead	/m/018vfy
clueweb12-0000tw-00-00054	opsi	/m/02507b
clueweb12-0000tw-00-00056	brah	/m/01qrw36
clueweb12-0000tw-00-00073	The Simpsons Arcade Game	/m/0401_3
clueweb12-0000tw-00-00041	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00053	Belum	/m/0h0fvj
clueweb12-0000tw-00-00065	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00070	PSN	/m/0c1jl_
clueweb12-0000tw-00-00071	Ebert	/m/0dfps
clueweb12-0000tw-00-00075	Jenn	/m/0bdzp7
clueweb12-0000tw-00-00062	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00067	Susan Wiggs	/m/02w629j
clueweb12-0000tw-00-00074	Blizzards	/m/01nvh07
clueweb12-0000tw-00-00036	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00038	pct	/m/0265hw
clueweb12-0000tw-00-00091	J3	/m/03grg_
clueweb12-0000tw-00-00025	The American Association of Retired Persons	/m/023_22
clueweb12-0000tw-00-00054	Interscope Records	/m/01trtc
clueweb12-0000tw-00-00060	Mayor Bloomberg	/m/09pfj
clueweb12-0000tw-00-00074	Defense of the Ancients	/m/073pnt
clueweb12-0000tw-00-00037	CBS News	/m/01_8w2
clueweb12-0000tw-00-00070	Shuhei Yoshida	/m/0h6730v
clueweb12-0000tw-00-00054	RK	/m/061zc_
clueweb12-0000tw-00-00053	Beginner	/m/01pf8g4
clueweb12-0000tw-00-00070	Sony Worldwide Studios	/m/0b6g8dm
clueweb12-0000tw-00-00033	Slump	/m/09g9903
clueweb12-0000tw-00-00054	The Huffington Post	/m/04424k
clueweb12-0000tw-00-00054	WIB	/m/02nwlcp
clueweb12-0000tw-00-00080	AppZapper	/m/09r4q9
clueweb12-0000tw-00-00073	PSN	/m/0c1jl_
clueweb12-0000tw-00-00054	Singapore	/m/06t2t
clueweb12-0000tw-00-00057	Brian Cashman	/m/04mg4t
clueweb12-0000tw-00-00063	Levi	/m/02r3l2r
clueweb12-0000tw-00-00039	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00054	Video Ga Ga	/m/03f_ftj
clueweb12-0000tw-00-00064	Barb	/m/0dcwws
clueweb12-0000tw-00-00073	SpongeBob SquarePants	/m/07vqnc
clueweb12-0000tw-00-00085	Rick Perry	/m/02nlj_
clueweb12-0000tw-00-00065	NY Times	/m/07k2d
clueweb12-0000tw-00-00081	Ill	/m/0280v76
clueweb12-0000tw-00-00051	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00063	Ed McMahon	/m/01nr63
clueweb12-0000tw-00-00059	Rockaway	/m/0xr3x
clueweb12-0000tw-00-00080	RGB	/m/06g_5
clueweb12-0000tw-00-00081	Mich	/m/04rrx
clueweb12-0000tw-00-00054	kursi	/m/05jlpz
clueweb12-0000tw-00-00080	Adobe	/m/0vlf
clueweb12-0000tw-00-00040	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00058	Layer	/m/03hjwrn
clueweb12-0000tw-00-00071	HDMI	/m/02mvfg
clueweb12-0000tw-00-00075	Amnesia	/m/0fhhmmb
clueweb12-0000tw-00-00035	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00053	dunia	/m/0899dz
clueweb12-0000tw-00-00063	Rome	/m/0hgn5cd
clueweb12-0000tw-00-00036	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00086	WebDesign	/m/086df
clueweb12-0000tw-00-00060	Rosanna Scotto	/m/095ll6
clueweb12-0000tw-00-00074	Shurikens	/m/011j2w
clueweb12-0000tw-00-00090	Bowyer	/m/03h0xfm
clueweb12-0000tw-00-00066	Marnee	/m/01_md2j
clueweb12-0000tw-00-00073	Betrayal	/m/0j88g_k
clueweb12-0000tw-00-00071	Piki	/m/03c41cv
clueweb12-0000tw-00-00076	PSN	/m/0c1jl_
clueweb12-0000tw-00-00086	3rd party	/m/015psv
clueweb12-0000tw-00-00036	U.S.	/m/0f1r9
clueweb12-0000tw-00-00071	Porntube	/m/011vzt
clueweb12-0000tw-00-00038	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00085	Michelle Bachmann	/m/06jm4y
clueweb12-0000tw-00-00060	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00085	John Huntsman	/m/01fgd3
clueweb12-0000tw-00-00065	Rick Riordan	/m/026r5yz
clueweb12-0000tw-00-00080	Postbox	/m/04w67_
clueweb12-0000tw-00-00082	Brad Pitt	/m/0c6qh
clueweb12-0000tw-00-00045	Cassius	/m/02ns3f
clueweb12-0000tw-00-00066	Jerry	/m/01v0432
clueweb12-0000tw-00-00089	LHR	/m/0f36fq
clueweb12-0000tw-00-00031	Myeloma	/m/01qqwn
clueweb12-0000tw-00-00054	Los Angeles	/m/04wmvz
clueweb12-0000tw-00-00085	Gingrich	/m/018fzs
clueweb12-0000tw-00-00086	webdesigner	/m/086df
clueweb12-0000tw-00-00065	Framed	/m/03ch9h1
clueweb12-0000tw-00-00083	SEO	/m/019qb_
clueweb12-0000tw-00-00054	Anda	/m/0fqj0l
clueweb12-0000tw-00-00077	Mass Effect 3	/m/04f2mnn
clueweb12-0000tw-00-00041	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00081	Cialdini	/m/03b3jv
clueweb12-0000tw-00-00067	PST	/m/04mkz8
clueweb12-0000tw-00-00066	PST	/m/04mkz8
clueweb12-0000tw-00-00040	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00070	Frictional Games	/m/03qh21m
clueweb12-0000tw-00-00073	Alistair Overeem	/m/07k84q
clueweb12-0000tw-00-00073	Final Fantasy	/m/02ywx
clueweb12-0000tw-00-00073	Jak 3	/m/0523v3
clueweb12-0000tw-00-00083	Wordpress	/m/0mzwd
clueweb12-0000tw-00-00089	IAD	/m/0bmcyx4
clueweb12-0000tw-00-00054	Lady Gaga	/m/0478__m
clueweb12-0000tw-00-00034	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00036	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00065	Jerry	/m/01v0432
clueweb12-0000tw-00-00053	Bookmark	/m/04msfj
clueweb12-0000tw-00-00053	karat	/m/03dw31
clueweb12-0000tw-00-00040	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00070	the PS Vita	/m/0c1jl_
clueweb12-0000tw-00-00083	PMA	/m/027g11f
clueweb12-0000tw-00-00089	DUB	/m/0828v
clueweb12-0000tw-00-00054	Belum	/m/0h0fvj
clueweb12-0000tw-00-00088	DUB	/m/0828v
clueweb12-0000tw-00-00027	United healthcare	/m/060jqm
clueweb12-0000tw-00-00059	Bartender	/m/02fbcn
clueweb12-0000tw-00-00065	PST	/m/04mkz8
clueweb12-0000tw-00-00077	Mass Effect 2	/m/03whsdg
clueweb12-0000tw-00-00017	Immunodeficiency Virus	/m/03p41
clueweb12-0000tw-00-00025	Clearness	/m/04ltg3
clueweb12-0000tw-00-00060	Ray Kelly	/m/0gcjlcm
clueweb12-0000tw-00-00074	RTS	/m/0dr9jw
clueweb12-0000tw-00-00083	Gajanan	/m/0b_ylr
clueweb12-0000tw-00-00075	Frictional	/m/02zp2
clueweb12-0000tw-00-00033	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00084	Amazons	/m/0s9q
clueweb12-0000tw-00-00083	Feedburner	/m/0fmngy
clueweb12-0000tw-00-00053	FlashDisk	/m/023s_v
clueweb12-0000tw-00-00054	Greyson Chance	/m/0bxzfbd
clueweb12-0000tw-00-00088	SWU	/m/09cd9
clueweb12-0000tw-00-00057	Cashman	/m/04mg4t
clueweb12-0000tw-00-00060	Linda Fairstein	/m/0bllq5
clueweb12-0000tw-00-00037	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00047	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00070	Amnesia	/m/0fhhmmb
clueweb12-0000tw-00-00038	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00054	Satu	/m/065_ddk
clueweb12-0000tw-00-00033	Athens	/m/0fxd7x5
clueweb12-0000tw-00-00088	IMHO	/m/01yjl
clueweb12-0000tw-00-00034	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00038	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00054	Cody Simpson	/m/0bxzygh
clueweb12-0000tw-00-00061	Allison Fisher	/m/0czp9j
clueweb12-0000tw-00-00065	Simmi	/m/063__x
clueweb12-0000tw-00-00070	Lollipop Chainsaw	/m/0h1gty3
clueweb12-0000tw-00-00070	Team Ico	/m/02pvg7d
clueweb12-0000tw-00-00056	RINO	/m/0c00bs5
clueweb12-0000tw-00-00057	Neathway	/m/01_m32
clueweb12-0000tw-00-00062	OccupyWallStreet	/m/0h63jfq
clueweb12-0000tw-00-00072	PSN	/m/0c1jl_
clueweb12-0000tw-00-00030	Fallacy	/m/0f3rv
clueweb12-0000tw-00-00037	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00038	CBS News	/m/01_8w2
clueweb12-0000tw-00-00069	Dark Magick	/m/01k1m6
clueweb12-0000tw-00-00075	Shurikens	/m/011j2w
clueweb12-0000tw-00-00058	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00060	NYPD	/m/015ppk
clueweb12-0000tw-00-00072	Foodie	/m/02vkffy
clueweb12-0000tw-00-00073	The Precursor Legacy	/m/068jrk
clueweb12-0000tw-00-00082	U.S.	/m/0f1r9
clueweb12-0000tw-00-00070	GameSpot	/m/03x5tj
clueweb12-0000tw-00-00088	LHR	/m/0f36fq
clueweb12-0000tw-00-00054	spectacular!Tata	/m/0c377_1
clueweb12-0000tw-00-00080	Ismail	/m/0fs4rn
clueweb12-0000tw-00-00084	Ill	/m/0280v76
clueweb12-0000tw-00-00034	Central Banks	/m/01q82
clueweb12-0000tw-00-00054	Guy Oseary	/m/0dpjz8
clueweb12-0000tw-00-00054	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00083	Harsh	/m/0g1llb
clueweb12-0000tw-00-00025	Baby Boomers	/m/0cpgf
clueweb12-0000tw-00-00026	Accident Compensation Corporation	/m/09dxbw
clueweb12-0000tw-00-00054	britama arena	/m/02pkk0h
clueweb12-0000tw-00-00072	Shurikens	/m/011j2w
clueweb12-0000tw-00-00092	Lorem	/m/01b0qc
clueweb12-0000tw-00-00070	Total War	/m/07cnw
clueweb12-0000tw-00-00085	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00054	Greyson Michael Chance	/m/0bxzfbd
clueweb12-0000tw-00-00073	Jak	/m/02q3lnl
clueweb12-0000tw-00-00053	Anda	/m/0fqj0l
clueweb12-0000tw-00-00056	Tokyo	/m/064kthj
clueweb12-0000tw-00-00059	haha	/m/026mm53
clueweb12-0000tw-00-00073	Naughty	/m/068h4f0
clueweb12-0000tw-00-00063	Nechama	/m/0c3t1jt
clueweb12-0000tw-00-00036	CBS News	/m/01_8w2
clueweb12-0000tw-00-00040	CBS News	/m/01_8w2
clueweb12-0000tw-00-00061	Japan	/m/0_dypw
clueweb12-0000tw-00-00064	KINDLE	/m/04zyv6m
clueweb12-0000tw-00-00066	Rick Riordan	/m/026r5yz
clueweb12-0000tw-00-00071	Shurikens	/m/011j2w
clueweb12-0000tw-00-00072	Piki	/m/03c41cv
clueweb12-0000tw-00-00073	Smithers	/m/054sbq
clueweb12-0000tw-00-00086	Tweetdeck	/m/05q7b3y
clueweb12-0000tw-00-00071	PSN	/m/0c1jl_
clueweb12-0000tw-00-00060	Greg Kelly	/m/0bl_7t
clueweb12-0000tw-00-00060	keepin	/m/0f02vdc
clueweb12-0000tw-00-00074	Icefrog	/m/0h3x557
clueweb12-0000tw-00-00033	Richard Drew	/m/0c14fp
clueweb12-0000tw-00-00040	Wyclef Jean	/m/01s1zk
clueweb12-0000tw-00-00054	kartu	/m/09g66xh
clueweb12-0000tw-00-00067	U.S. Supreme Court	/m/07sz1
clueweb12-0000tw-00-00035	Los Angeles Times	/m/01p06z
clueweb12-0000tw-00-00057	Sano	/m/0g547k0
clueweb12-0000tw-00-00057	U.S.	/m/0f1r9
clueweb12-0000tw-00-00088	IAD	/m/0bmcyx4
clueweb12-0000tw-00-00035	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00062	Roberto Clemente	/m/06ggj
clueweb12-0000tw-00-00067	Charlotte Whitney	/m/05ztxpz
clueweb12-0000tw-00-00033	Student Loans	/m/04y77h5
clueweb12-0000tw-00-00057	Meanwell	/m/0fvb7c
clueweb12-0000tw-00-00067	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00070	Nicks	/m/01m44hw
clueweb12-0000tw-00-00075	PSN	/m/0c1jl_
clueweb12-0000tw-00-00051	costco	/m/09yh3x
clueweb12-0000tw-00-00081	Janes	/m/07hwg_
clueweb12-0000tw-00-00085	SEO	/m/019qb_
clueweb12-0000tw-00-00073	Lego Harry Potter	/m/0c_rrf
clueweb12-0000tw-00-00065	Marnee	/m/01_md2j
clueweb12-0000tw-00-00082	Financial Times	/m/0108kc
clueweb12-0000tw-00-00060	DA	/m/07s6r8h
clueweb12-0000tw-00-00014	Human Immunodeficiency Virus	/m/03p41
clueweb12-0000tw-00-00028	Breast Cancer	/m/0j8hd
clueweb12-0000tw-00-00070	Fumito Ueda	/m/08mljy
clueweb12-0000tw-00-00074	Dota	/m/073pnt
clueweb12-0000tw-00-00082	John Caples	/m/05xpclq
clueweb12-0000tw-00-00056	Gothamist	/m/0h7tps
clueweb12-0000tw-00-00077	Shurikens	/m/011j2w
clueweb12-0000tw-00-00082	Angelina Jolie	/m/0f4vbz
clueweb12-0000tw-00-00058	Caputo	/m/02g26j
clueweb12-0000tw-00-00074	Warcraft III	/m/0gldg
clueweb12-0000tw-00-00075	Rock Paper Shotgun	/m/06wc8qr
clueweb12-0000tw-00-00054	Elton John	/m/01vrz41
clueweb12-0000tw-00-00062	Walcott	/m/052r0v
clueweb12-0000tw-00-00067	Charlies	/m/017jmt
clueweb12-0000tw-00-00085	Iowa	/m/0s_3y
clueweb12-0000tw-00-00053	Aaron Cross	/m/0hv132x
clueweb12-0000tw-00-00054	Greyson	/m/0bxzfbd
clueweb12-0000tw-00-00085	Drupal	/m/01641s
clueweb12-0000tw-00-00054	pisang goreng	/m/098dtj
clueweb12-0000tw-00-00057	Fatal Attraction	/m/0ft5bwm
clueweb12-0000tw-00-00014	Acquired Immune Deficiency Syndrome	/m/0d19y2
clueweb12-0000tw-00-00062	Cathie Black	/m/0ds092t
clueweb12-0000tw-00-00033	CBS News	/m/01_8w2
clueweb12-0000tw-00-00067	Scott Nicholson	/m/09cxsj
clueweb12-0000tw-00-00049	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00037	pct	/m/0265hw
clueweb12-0000tw-00-00056	Rhinos	/m/03d443
clueweb12-0000tw-00-00060	Kelly	/m/0cz4_f
clueweb12-0000tw-00-00067	Mensa	/m/0140pf
clueweb12-0000tw-00-00074	Valves	/m/05jzls
clueweb12-0000tw-00-00030	Uterine Cancer	/m/0259pl
clueweb12-0000tw-00-00050	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00070	Wii U	/m/0gls6tt
clueweb12-0000tw-00-00089	SWU	/m/09cd9
clueweb12-0000tw-00-00085	Barack Obama	/m/02mjmr
clueweb12-0000tw-00-00033	ATHENS	/m/0fxd7x5
clueweb12-0000tw-00-00059	Inwood	/m/011sj6
clueweb12-0000tw-00-00073	Jenn	/m/0bdzp7
clueweb12-0000tw-00-00014	vagina	/m/02rf74
clueweb12-0000tw-00-00028	Estee Lauder	/m/02x969
clueweb12-0000tw-00-00053	BlackBerry PlayBook	/m/0cnz82z
clueweb12-0000tw-00-00065	Elmore Leonard	/m/025b3k
clueweb12-0000tw-00-00069	Educator	/m/02jfc
clueweb12-0000tw-00-00084	eCommerce	/m/02m96
clueweb12-0000tw-00-00084	Cart	/m/03kll
clueweb12-0000tw-00-00089	RPU	/m/05ywlz
clueweb12-0000tw-00-00070	Shurikens	/m/011j2w
clueweb12-0000tw-00-00082	Greed	/m/09k686g
clueweb12-0000tw-00-00054	Ellen DeGeneres	/m/01gbbz
clueweb12-0000tw-00-00070	Adobe	/m/0vlf
clueweb12-0000tw-00-00033	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00061	Cuomo	/m/09yrcq
clueweb12-0000tw-00-00070	CVG	/m/04ttvx
clueweb12-0000tw-00-00070	Rock Paper Shotgun	/m/06wc8qr
clueweb12-0000tw-00-00041	WordPress	/m/0cp0_3x
clueweb12-0000tw-00-00073	Jak II	/m/051kyw
clueweb12-0000tw-00-00067	Lauren	/m/03xj9y
clueweb12-0000tw-00-00070	Ueda	/m/0dbrdm
